HP,Provider,HK,Type of asset,MEASURE,Measure,LOCATION,Country,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,USA,United States,2005,2005,USD,US Dollar,6,Millions,,,79406,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,USA,United States,2006,2006,USD,US Dollar,6,Millions,,,83994,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,USA,United States,2007,2007,USD,US Dollar,6,Millions,,,95819,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,USA,United States,2008,2008,USD,US Dollar,6,Millions,,,103728,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,USA,United States,2009,2009,USD,US Dollar,6,Millions,,,93592,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,USA,United States,2010,2010,USD,US Dollar,6,Millions,,,93527,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,USA,United States,2011,2011,USD,US Dollar,6,Millions,,,99814,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,USA,United States,2012,2012,USD,US Dollar,6,Millions,,,104782,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,USA,United States,2013,2013,USD,US Dollar,6,Millions,,,106382,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,USA,United States,2014,2014,USD,US Dollar,6,Millions,,,105005,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,USA,United States,2015,2015,USD,US Dollar,6,Millions,,,108019,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",USA,United States,2000,2000,USD,US Dollar,6,Millions,2010,2010,71496.265,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",USA,United States,2001,2001,USD,US Dollar,6,Millions,2010,2010,71150.478,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",USA,United States,2002,2002,USD,US Dollar,6,Millions,2010,2010,77074.835,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",USA,United States,2003,2003,USD,US Dollar,6,Millions,2010,2010,80378.421,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",USA,United States,2004,2004,USD,US Dollar,6,Millions,2010,2010,82684.216,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",USA,United States,2005,2005,USD,US Dollar,6,Millions,2010,2010,87376.892,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",USA,United States,2006,2006,USD,US Dollar,6,Millions,2010,2010,89670.525,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",USA,United States,2007,2007,USD,US Dollar,6,Millions,2010,2010,99642.861,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",USA,United States,2008,2008,USD,US Dollar,6,Millions,2010,2010,105792.247,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",USA,United States,2009,2009,USD,US Dollar,6,Millions,2010,2010,94735.089,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",USA,United States,2010,2010,USD,US Dollar,6,Millions,2010,2010,93527,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",USA,United States,2011,2011,USD,US Dollar,6,Millions,2010,2010,97794.899,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",USA,United States,2012,2012,USD,US Dollar,6,Millions,2010,2010,100805.513,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",USA,United States,2013,2013,USD,US Dollar,6,Millions,2010,2010,100718.188,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",USA,United States,2014,2014,USD,US Dollar,6,Millions,2010,2010,97665.936,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",USA,United States,2015,2015,USD,US Dollar,6,Millions,2010,2010,99399.817,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,USA,United States,2000,2000,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,USA,United States,2001,2001,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,USA,United States,2002,2002,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,USA,United States,2003,2003,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,USA,United States,2004,2004,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,USA,United States,2005,2005,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,USA,United States,2006,2006,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,USA,United States,2007,2007,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,USA,United States,2008,2008,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,USA,United States,2009,2009,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,USA,United States,2010,2010,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,USA,United States,2011,2011,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,USA,United States,2012,2012,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,USA,United States,2013,2013,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,USA,United States,2014,2014,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,USA,United States,2015,2015,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CHL,Chile,2000,2000,PC,Percentage,0,Units,,,0.102,E,Estimated value
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CHL,Chile,2001,2001,PC,Percentage,0,Units,,,0.104,E,Estimated value
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CHL,Chile,2002,2002,PC,Percentage,0,Units,,,0.103,E,Estimated value
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CHL,Chile,2003,2003,PC,Percentage,0,Units,,,0.096,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CHL,Chile,2004,2004,PC,Percentage,0,Units,,,0.105,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CHL,Chile,2005,2005,PC,Percentage,0,Units,,,0.131,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CHL,Chile,2006,2006,PC,Percentage,0,Units,,,0.175,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CHL,Chile,2007,2007,PC,Percentage,0,Units,,,0.208,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CHL,Chile,2008,2008,PC,Percentage,0,Units,,,0.176,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CHL,Chile,2009,2009,PC,Percentage,0,Units,,,0.285,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CHL,Chile,2010,2010,PC,Percentage,0,Units,,,0.265,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CHL,Chile,2011,2011,PC,Percentage,0,Units,,,0.282,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CHL,Chile,2012,2012,PC,Percentage,0,Units,,,0.265,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CHL,Chile,2013,2013,PC,Percentage,0,Units,,,0.274,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CHL,Chile,2014,2014,PC,Percentage,0,Units,,,0.255,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,CHL,Chile,2015,2015,PC,Percentage,0,Units,,,0.325,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CHL,Chile,2000,2000,CLP,Chilean Peso,6,Millions,,,42876.936,E,Estimated value
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CHL,Chile,2001,2001,CLP,Chilean Peso,6,Millions,,,46945.313,E,Estimated value
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CHL,Chile,2002,2002,CLP,Chilean Peso,6,Millions,,,49843.947,E,Estimated value
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CHL,Chile,2003,2003,CLP,Chilean Peso,6,Millions,,,50783.675,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CHL,Chile,2004,2004,CLP,Chilean Peso,6,Millions,,,63386.914,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CHL,Chile,2005,2005,CLP,Chilean Peso,6,Millions,,,89947.575,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CHL,Chile,2006,2006,CLP,Chilean Peso,6,Millions,,,143473.538,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CHL,Chile,2007,2007,CLP,Chilean Peso,6,Millions,,,187730.083,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CHL,Chile,2008,2008,CLP,Chilean Peso,6,Millions,,,165607.552,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CHL,Chile,2009,2009,CLP,Chilean Peso,6,Millions,,,275007.219,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CHL,Chile,2010,2010,CLP,Chilean Peso,6,Millions,,,294535.381,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CHL,Chile,2011,2011,CLP,Chilean Peso,6,Millions,,,341656.995,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CHL,Chile,2012,2012,CLP,Chilean Peso,6,Millions,,,341875.225,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CHL,Chile,2013,2013,CLP,Chilean Peso,6,Millions,,,376188.549,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CHL,Chile,2014,2014,CLP,Chilean Peso,6,Millions,,,376188.549,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,CHL,Chile,2015,2015,CLP,Chilean Peso,6,Millions,,,512023.352,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CHL,Chile,2000,2000,CLP,Chilean Peso,6,Millions,2010,2010,58915.544,E,Estimated value
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CHL,Chile,2001,2001,CLP,Chilean Peso,6,Millions,2010,2010,62282.81,E,Estimated value
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CHL,Chile,2002,2002,CLP,Chilean Peso,6,Millions,2010,2010,64522.241,E,Estimated value
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CHL,Chile,2003,2003,CLP,Chilean Peso,6,Millions,2010,2010,63941.829,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CHL,Chile,2004,2004,CLP,Chilean Peso,6,Millions,2010,2010,78977.577,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CHL,Chile,2005,2005,CLP,Chilean Peso,6,Millions,2010,2010,108751.399,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CHL,Chile,2006,2006,CLP,Chilean Peso,6,Millions,2010,2010,167776.128,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CHL,Chile,2007,2007,CLP,Chilean Peso,6,Millions,2010,2010,210261.283,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CHL,Chile,2008,2008,CLP,Chilean Peso,6,Millions,2010,2010,170612.574,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CHL,Chile,2009,2009,CLP,Chilean Peso,6,Millions,2010,2010,279179.047,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CHL,Chile,2010,2010,CLP,Chilean Peso,6,Millions,2010,2010,294535.381,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CHL,Chile,2011,2011,CLP,Chilean Peso,6,Millions,2010,2010,330610.312,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CHL,Chile,2012,2012,CLP,Chilean Peso,6,Millions,2010,2010,321166.415,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CHL,Chile,2013,2013,CLP,Chilean Peso,6,Millions,2010,2010,347174.163,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CHL,Chile,2014,2014,CLP,Chilean Peso,6,Millions,2010,2010,331540.927,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",CHL,Chile,2015,2015,CLP,Chilean Peso,6,Millions,2010,2010,432447.772,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CHL,Chile,2000,2000,PC,Percentage,0,Units,,,100,E,Estimated value
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CHL,Chile,2001,2001,PC,Percentage,0,Units,,,100,E,Estimated value
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CHL,Chile,2002,2002,PC,Percentage,0,Units,,,100,E,Estimated value
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CHL,Chile,2003,2003,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CHL,Chile,2004,2004,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CHL,Chile,2005,2005,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CHL,Chile,2006,2006,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CHL,Chile,2007,2007,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CHL,Chile,2008,2008,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CHL,Chile,2009,2009,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CHL,Chile,2010,2010,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CHL,Chile,2011,2011,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CHL,Chile,2012,2012,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CHL,Chile,2013,2013,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CHL,Chile,2014,2014,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,CHL,Chile,2015,2015,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,EST,Estonia,2000,2000,PC,Percentage,0,Units,,,0.114,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,EST,Estonia,2001,2001,PC,Percentage,0,Units,,,0.064,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,EST,Estonia,2002,2002,PC,Percentage,0,Units,,,0.115,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,EST,Estonia,2003,2003,PC,Percentage,0,Units,,,0.042,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,EST,Estonia,2004,2004,PC,Percentage,0,Units,,,0.031,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,EST,Estonia,2005,2005,PC,Percentage,0,Units,,,0.031,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,EST,Estonia,2006,2006,PC,Percentage,0,Units,,,0.05,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,EST,Estonia,2007,2007,PC,Percentage,0,Units,,,0.075,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,EST,Estonia,2012,2012,PC,Percentage,0,Units,,,0.46,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,EST,Estonia,2013,2013,PC,Percentage,0,Units,,,0.463,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,EST,Estonia,2014,2014,PC,Percentage,0,Units,,,0.251,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,EST,Estonia,2015,2015,PC,Percentage,0,Units,,,0.624,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,EST,Estonia,2000,2000,EUR,Euro,6,Millions,,,7.027,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,EST,Estonia,2001,2001,EUR,Euro,6,Millions,,,4.496,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,EST,Estonia,2002,2002,EUR,Euro,6,Millions,,,8.941,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,EST,Estonia,2003,2003,EUR,Euro,6,Millions,,,3.637,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,EST,Estonia,2004,2004,EUR,Euro,6,Millions,,,3.008,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,EST,Estonia,2005,2005,EUR,Euro,6,Millions,,,3.47,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,EST,Estonia,2006,2006,EUR,Euro,6,Millions,,,6.757,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,EST,Estonia,2007,2007,EUR,Euro,6,Millions,,,12.208,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,EST,Estonia,2012,2012,EUR,Euro,6,Millions,,,82.468,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,EST,Estonia,2013,2013,EUR,Euro,6,Millions,,,87.48,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,EST,Estonia,2014,2014,EUR,Euro,6,Millions,,,49.628,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),MLLNCU,Current prices,EST,Estonia,2015,2015,EUR,Euro,6,Millions,,,126.45,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",EST,Estonia,2000,2000,EUR,Euro,6,Millions,2010,2010,12.141,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",EST,Estonia,2001,2001,EUR,Euro,6,Millions,2010,2010,7.306,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",EST,Estonia,2002,2002,EUR,Euro,6,Millions,2010,2010,13.831,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",EST,Estonia,2003,2003,EUR,Euro,6,Millions,2010,2010,5.395,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",EST,Estonia,2004,2004,EUR,Euro,6,Millions,2010,2010,4.255,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",EST,Estonia,2005,2005,EUR,Euro,6,Millions,2010,2010,4.627,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",EST,Estonia,2006,2006,EUR,Euro,6,Millions,2010,2010,8.275,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",EST,Estonia,2007,2007,EUR,Euro,6,Millions,2010,2010,13.408,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",EST,Estonia,2012,2012,EUR,Euro,6,Millions,2010,2010,75.947,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",EST,Estonia,2013,2013,EUR,Euro,6,Millions,2010,2010,77.571,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",EST,Estonia,2014,2014,EUR,Euro,6,Millions,2010,2010,43.261,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),VALREL,"Constant prices, OECD base year",EST,Estonia,2015,2015,EUR,Euro,6,Millions,2010,2010,109.093,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,EST,Estonia,2000,2000,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,EST,Estonia,2001,2001,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,EST,Estonia,2002,2002,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,EST,Estonia,2003,2003,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,EST,Estonia,2004,2004,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,EST,Estonia,2005,2005,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,EST,Estonia,2006,2006,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,EST,Estonia,2007,2007,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,EST,Estonia,2012,2012,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,EST,Estonia,2013,2013,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,EST,Estonia,2014,2014,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARHP,Share of provider,EST,Estonia,2015,2015,PC,Percentage,0,Units,,,100,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,ISR,Israel,2000,2000,PC,Percentage,0,Units,,,0.279,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,ISR,Israel,2001,2001,PC,Percentage,0,Units,,,0.317,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,ISR,Israel,2002,2002,PC,Percentage,0,Units,,,0.267,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,ISR,Israel,2003,2003,PC,Percentage,0,Units,,,0.26,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,ISR,Israel,2004,2004,PC,Percentage,0,Units,,,0.241,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,ISR,Israel,2005,2005,PC,Percentage,0,Units,,,0.243,,
HP1_8,All domestic providers,HK11,Gross fixed capital formation (all types of assets),PARPIB,Share of gross domestic product,ISR,Israel,2008,2008,PC,Percentage,0,Units,,,0.321,,
