"Row","IndicatorCode","IndicatorName","LineItems",
"2059","I-RCROP-PRODUCTION","Crop production, production by crop (t)","sunflower",
"2060","I-RCROP-PRODUCTION","Crop production, production by crop (t)","swedefor",
"2061","I-RCROP-PRODUCTION","Crop production, production by crop (t)","sweetpotato",
"2062","I-RCROP-PRODUCTION","Crop production, production by crop (t)","tangetc",
"2063","I-RCROP-PRODUCTION","Crop production, production by crop (t)","taro",
"2064","I-RCROP-PRODUCTION","Crop production, production by crop (t)","tea",
"2065","I-RCROP-PRODUCTION","Crop production, production by crop (t)","tobacco",
"2066","I-RCROP-PRODUCTION","Crop production, production by crop (t)","tomato",
"2067","I-RCROP-PRODUCTION","Crop production, production by crop (t)","triticale",
"2068","I-RCROP-PRODUCTION","Crop production, production by crop (t)","tropicalnes",
"2069","I-RCROP-PRODUCTION","Crop production, production by crop (t)","tung",
"2070","I-RCROP-PRODUCTION","Crop production, production by crop (t)","turnipfor",
"2071","I-RCROP-PRODUCTION","Crop production, production by crop (t)","vanilla",
"2072","I-RCROP-PRODUCTION","Crop production, production by crop (t)","vegetablenes",
"2073","I-RCROP-PRODUCTION","Crop production, production by crop (t)","vegfor",
"2074","I-RCROP-PRODUCTION","Crop production, production by crop (t)","vetch",
"2075","I-RCROP-PRODUCTION","Crop production, production by crop (t)","walnut",
"2076","I-RCROP-PRODUCTION","Crop production, production by crop (t)","watermelon",
"2077","I-RCROP-PRODUCTION","Crop production, production by crop (t)","wheat",
"2078","I-RCROP-PRODUCTION","Crop production, production by crop (t)","yam",
"2079","I-RCROP-PRODUCTION","Crop production, production by crop (t)","yautia",
"2080","I-RCROP-AREA","Crop production, area per crop (ha)","abaca",
"2081","I-RCROP-AREA","Crop production, area per crop (ha)","agave",
"2082","I-RCROP-AREA","Crop production, area per crop (ha)","alfalfa",
"2083","I-RCROP-AREA","Crop production, area per crop (ha)","almond",
"2084","I-RCROP-AREA","Crop production, area per crop (ha)","aniseetc",
"2085","I-RCROP-AREA","Crop production, area per crop (ha)","apple",
"2086","I-RCROP-AREA","Crop production, area per crop (ha)","apricot",
"2087","I-RCROP-AREA","Crop production, area per crop (ha)","areca",
"2088","I-RCROP-AREA","Crop production, area per crop (ha)","artichoke",
"2089","I-RCROP-AREA","Crop production, area per crop (ha)","asparagus",
"2090","I-RCROP-AREA","Crop production, area per crop (ha)","avocado",
"2091","I-RCROP-AREA","Crop production, area per crop (ha)","bambara",
"2092","I-RCROP-AREA","Crop production, area per crop (ha)","banana",
"2093","I-RCROP-AREA","Crop production, area per crop (ha)","barley",
"2094","I-RCROP-AREA","Crop production, area per crop (ha)","bean",
"2095","I-RCROP-AREA","Crop production, area per crop (ha)","beetfor",
"2096","I-RCROP-AREA","Crop production, area per crop (ha)","berrynes",
"2097","I-RCROP-AREA","Crop production, area per crop (ha)","blueberry",
"2098","I-RCROP-AREA","Crop production, area per crop (ha)","brazil",
"2099","I-RCROP-AREA","Crop production, area per crop (ha)","broadbean",
"2100","I-RCROP-AREA","Crop production, area per crop (ha)","buckwheat",
"2101","I-RCROP-AREA","Crop production, area per crop (ha)","cabbage",
"2102","I-RCROP-AREA","Crop production, area per crop (ha)","cabbagefor",
"2103","I-RCROP-AREA","Crop production, area per crop (ha)","canaryseed",
"2104","I-RCROP-AREA","Crop production, area per crop (ha)","carob",
"2105","I-RCROP-AREA","Crop production, area per crop (ha)","carrot",
"2106","I-RCROP-AREA","Crop production, area per crop (ha)","carrotfor",
"2107","I-RCROP-AREA","Crop production, area per crop (ha)","cashew",
"2108","I-RCROP-AREA","Crop production, area per crop (ha)","cashewapple",
"2109","I-RCROP-AREA","Crop production, area per crop (ha)","cassava",
"2110","I-RCROP-AREA","Crop production, area per crop (ha)","castor",
"2111","I-RCROP-AREA","Crop production, area per crop (ha)","cauliflower",
"2112","I-RCROP-AREA","Crop production, area per crop (ha)","cerealnes",
"2113","I-RCROP-AREA","Crop production, area per crop (ha)","cherry",
"2114","I-RCROP-AREA","Crop production, area per crop (ha)","chestnut",
"2115","I-RCROP-AREA","Crop production, area per crop (ha)","chickpea",
"2116","I-RCROP-AREA","Crop production, area per crop (ha)","chicory",
"2117","I-RCROP-AREA","Crop production, area per crop (ha)","chilleetc",
"2118","I-RCROP-AREA","Crop production, area per crop (ha)","cinnamon",
"2119","I-RCROP-AREA","Crop production, area per crop (ha)","citrusnes",
"2120","I-RCROP-AREA","Crop production, area per crop (ha)","clove",
"2121","I-RCROP-AREA","Crop production, area per crop (ha)","clover",
"2122","I-RCROP-AREA","Crop production, area per crop (ha)","cocoa",
"2123","I-RCROP-AREA","Crop production, area per crop (ha)","coconut",
"2124","I-RCROP-AREA","Crop production, area per crop (ha)","coffee",
"2125","I-RCROP-AREA","Crop production, area per crop (ha)","cotton",
"2126","I-RCROP-AREA","Crop production, area per crop (ha)","cowpea",
"2127","I-RCROP-AREA","Crop production, area per crop (ha)","cranberry",
"2128","I-RCROP-AREA","Crop production, area per crop (ha)","cucumberetc",
"2129","I-RCROP-AREA","Crop production, area per crop (ha)","currant",
"2130","I-RCROP-AREA","Crop production, area per crop (ha)","date",
"2131","I-RCROP-AREA","Crop production, area per crop (ha)","eggplant",
"2132","I-RCROP-AREA","Crop production, area per crop (ha)","fibrenes",
"2133","I-RCROP-AREA","Crop production, area per crop (ha)","fig",
"2134","I-RCROP-AREA","Crop production, area per crop (ha)","flax",
"2135","I-RCROP-AREA","Crop production, area per crop (ha)","fonio",
"2136","I-RCROP-AREA","Crop production, area per crop (ha)","fornes",
"2137","I-RCROP-AREA","Crop production, area per crop (ha)","fruitnes",
"2138","I-RCROP-AREA","Crop production, area per crop (ha)","garlic",
"2139","I-RCROP-AREA","Crop production, area per crop (ha)","ginger",
"2140","I-RCROP-AREA","Crop production, area per crop (ha)","gooseberry",
"2141","I-RCROP-AREA","Crop production, area per crop (ha)","grape",
"2142","I-RCROP-AREA","Crop production, area per crop (ha)","grapefruitetc",
"2143","I-RCROP-AREA","Crop production, area per crop (ha)","grassnes",
"2144","I-RCROP-AREA","Crop production, area per crop (ha)","greenbean",
"2145","I-RCROP-AREA","Crop production, area per crop (ha)","greenbroadbean",
"2146","I-RCROP-AREA","Crop production, area per crop (ha)","greencorn",
"2147","I-RCROP-AREA","Crop production, area per crop (ha)","greenonion",
"2148","I-RCROP-AREA","Crop production, area per crop (ha)","greenpea",
"2149","I-RCROP-AREA","Crop production, area per crop (ha)","groundnut",
"2150","I-RCROP-AREA","Crop production, area per crop (ha)","hazelnut",
"2151","I-RCROP-AREA","Crop production, area per crop (ha)","hemp",
"2152","I-RCROP-AREA","Crop production, area per crop (ha)","hempseed",
"2153","I-RCROP-AREA","Crop production, area per crop (ha)","hop",
"2154","I-RCROP-AREA","Crop production, area per crop (ha)","jute",
"2155","I-RCROP-AREA","Crop production, area per crop (ha)","jutelikefiber",
"2156","I-RCROP-AREA","Crop production, area per crop (ha)","kapokfiber",
"2157","I-RCROP-AREA","Crop production, area per crop (ha)","kapokseed",
"2158","I-RCROP-AREA","Crop production, area per crop (ha)","karite",
"2159","I-RCROP-AREA","Crop production, area per crop (ha)","kiwi",
"2160","I-RCROP-AREA","Crop production, area per crop (ha)","kolanut",
"2161","I-RCROP-AREA","Crop production, area per crop (ha)","legumenes",
"2162","I-RCROP-AREA","Crop production, area per crop (ha)","lemonlime",
"2163","I-RCROP-AREA","Crop production, area per crop (ha)","lentil",
"2164","I-RCROP-AREA","Crop production, area per crop (ha)","lettuce",
"2165","I-RCROP-AREA","Crop production, area per crop (ha)","linseed",
"2166","I-RCROP-AREA","Crop production, area per crop (ha)","lupin",
"2167","I-RCROP-AREA","Crop production, area per crop (ha)","maize",
"2168","I-RCROP-AREA","Crop production, area per crop (ha)","maizefor",
"2169","I-RCROP-AREA","Crop production, area per crop (ha)","mango",
"2170","I-RCROP-AREA","Crop production, area per crop (ha)","mate",
"2171","I-RCROP-AREA","Crop production, area per crop (ha)","melonetc",
"2172","I-RCROP-AREA","Crop production, area per crop (ha)","melonseed",
"2173","I-RCROP-AREA","Crop production, area per crop (ha)","millet",
"2174","I-RCROP-AREA","Crop production, area per crop (ha)","mixedgrain",
"2175","I-RCROP-AREA","Crop production, area per crop (ha)","mixedgrass",
"2176","I-RCROP-AREA","Crop production, area per crop (ha)","mushroom",
"2177","I-RCROP-AREA","Crop production, area per crop (ha)","mustard",
"2178","I-RCROP-AREA","Crop production, area per crop (ha)","nutmeg",
"2179","I-RCROP-AREA","Crop production, area per crop (ha)","nutnes",
"2180","I-RCROP-AREA","Crop production, area per crop (ha)","oats",
"2181","I-RCROP-AREA","Crop production, area per crop (ha)","oilpalm",
"2182","I-RCROP-AREA","Crop production, area per crop (ha)","oilseedfor",
"2183","I-RCROP-AREA","Crop production, area per crop (ha)","oilseednes",
"2184","I-RCROP-AREA","Crop production, area per crop (ha)","okra",
"2185","I-RCROP-AREA","Crop production, area per crop (ha)","olive",
"2186","I-RCROP-AREA","Crop production, area per crop (ha)","onion",
"2187","I-RCROP-AREA","Crop production, area per crop (ha)","orange",
"2188","I-RCROP-AREA","Crop production, area per crop (ha)","papaya",
"2189","I-RCROP-AREA","Crop production, area per crop (ha)","pea",
"2190","I-RCROP-AREA","Crop production, area per crop (ha)","peachetc",
"2191","I-RCROP-AREA","Crop production, area per crop (ha)","pear",
"2192","I-RCROP-AREA","Crop production, area per crop (ha)","pepper",
"2193","I-RCROP-AREA","Crop production, area per crop (ha)","peppermint",
"2194","I-RCROP-AREA","Crop production, area per crop (ha)","persimmon",
"2195","I-RCROP-AREA","Crop production, area per crop (ha)","pigeonpea",
"2196","I-RCROP-AREA","Crop production, area per crop (ha)","pimento",
"2197","I-RCROP-AREA","Crop production, area per crop (ha)","pineapple",
"2198","I-RCROP-AREA","Crop production, area per crop (ha)","pistachio",
"2199","I-RCROP-AREA","Crop production, area per crop (ha)","plantain",
"2200","I-RCROP-AREA","Crop production, area per crop (ha)","plum",
"2201","I-RCROP-AREA","Crop production, area per crop (ha)","poppy",
"2202","I-RCROP-AREA","Crop production, area per crop (ha)","potato",
"2203","I-RCROP-AREA","Crop production, area per crop (ha)","pulsenes",
"2204","I-RCROP-AREA","Crop production, area per crop (ha)","pumpkinetc",
"2205","I-RCROP-AREA","Crop production, area per crop (ha)","pyrethrum",
"2206","I-RCROP-AREA","Crop production, area per crop (ha)","quince",
"2207","I-RCROP-AREA","Crop production, area per crop (ha)","quinoa",
"2208","I-RCROP-AREA","Crop production, area per crop (ha)","ramie",
"2209","I-RCROP-AREA","Crop production, area per crop (ha)","rapeseed",
"2210","I-RCROP-AREA","Crop production, area per crop (ha)","rasberry",
"2211","I-RCROP-AREA","Crop production, area per crop (ha)","rice",
"2212","I-RCROP-AREA","Crop production, area per crop (ha)","rootnes",
"2213","I-RCROP-AREA","Crop production, area per crop (ha)","rubber",
"2214","I-RCROP-AREA","Crop production, area per crop (ha)","rye",
"2215","I-RCROP-AREA","Crop production, area per crop (ha)","ryefor",
"2216","I-RCROP-AREA","Crop production, area per crop (ha)","safflower",
"2217","I-RCROP-AREA","Crop production, area per crop (ha)","sesame",
"2218","I-RCROP-AREA","Crop production, area per crop (ha)","sisal",
"2219","I-RCROP-AREA","Crop production, area per crop (ha)","sorghum",
"2220","I-RCROP-AREA","Crop production, area per crop (ha)","sorghumfor",
"2221","I-RCROP-AREA","Crop production, area per crop (ha)","sourcherry",
"2222","I-RCROP-AREA","Crop production, area per crop (ha)","soybean",
"2223","I-RCROP-AREA","Crop production, area per crop (ha)","spicenes",
"2224","I-RCROP-AREA","Crop production, area per crop (ha)","spinach",
"2225","I-RCROP-AREA","Crop production, area per crop (ha)","stonefruitnes",
"2226","I-RCROP-AREA","Crop production, area per crop (ha)","strawberry",
"2227","I-RCROP-AREA","Crop production, area per crop (ha)","stringbean",
"2228","I-RCROP-AREA","Crop production, area per crop (ha)","sugarbeet",
"2229","I-RCROP-AREA","Crop production, area per crop (ha)","sugarcane",
"2230","I-RCROP-AREA","Crop production, area per crop (ha)","sugarnes",
"2231","I-RCROP-AREA","Crop production, area per crop (ha)","sunflower",
"2232","I-RCROP-AREA","Crop production, area per crop (ha)","swedefor",
"2233","I-RCROP-AREA","Crop production, area per crop (ha)","sweetpotato",
"2234","I-RCROP-AREA","Crop production, area per crop (ha)","tangetc",
"2235","I-RCROP-AREA","Crop production, area per crop (ha)","taro",
"2236","I-RCROP-AREA","Crop production, area per crop (ha)","tea",
"2237","I-RCROP-AREA","Crop production, area per crop (ha)","tobacco",
"2238","I-RCROP-AREA","Crop production, area per crop (ha)","tomato",
"2239","I-RCROP-AREA","Crop production, area per crop (ha)","triticale",
"2240","I-RCROP-AREA","Crop production, area per crop (ha)","tropicalnes",
"2241","I-RCROP-AREA","Crop production, area per crop (ha)","tung",
"2242","I-RCROP-AREA","Crop production, area per crop (ha)","turnipfor",
"2243","I-RCROP-AREA","Crop production, area per crop (ha)","vanilla",
"2244","I-RCROP-AREA","Crop production, area per crop (ha)","vegetablenes",
"2245","I-RCROP-AREA","Crop production, area per crop (ha)","vegfor",
"2246","I-RCROP-AREA","Crop production, area per crop (ha)","vetch",
"2247","I-RCROP-AREA","Crop production, area per crop (ha)","walnut",
"2248","I-RCROP-AREA","Crop production, area per crop (ha)","watermelon",
"2249","I-RCROP-AREA","Crop production, area per crop (ha)","wheat",
"2250","I-RCROP-AREA","Crop production, area per crop (ha)","yam",
"2251","I-RCROP-AREA","Crop production, area per crop (ha)","yautia",
"2252","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","abaca",
"2253","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","agave",
"2254","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","alfalfa",
"2255","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","almond",
"2256","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","aniseetc",
"2257","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","apple",
"2258","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","apricot",
"2259","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","areca",
"2260","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","artichoke",
"2261","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","asparagus",
"2262","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","avocado",
"2263","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","bambara",
"2264","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","banana",
"2265","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","barley",
"2266","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","bean",
"2267","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","beetfor",
"2268","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","berrynes",
"2269","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","blueberry",
"2270","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","brazil",
"2271","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","broadbean",
"2272","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","buckwheat",
"2273","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","cabbage",
"2274","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","cabbagefor",
"2275","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","canaryseed",
"2276","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","carob",
"2277","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","carrot",
"2278","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","carrotfor",
"2279","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","cashew",
"2280","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","cashewapple",
"2281","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","cassava",
"2282","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","castor",
"2283","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","cauliflower",
"2284","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","cerealnes",
"2285","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","cherry",
"2286","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","chestnut",
"2287","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","chickpea",
"2288","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","chicory",
"2289","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","chilleetc",
"2290","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","cinnamon",
"2291","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","citrusnes",
"2292","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","clove",
"2293","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","clover",
"2294","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","cocoa",
"2295","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","coconut",
"2296","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","coffee",
"2297","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","cotton",
"2298","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","cowpea",
"2299","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","cranberry",
"2300","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","cucumberetc",
"2301","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","currant",
"2302","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","date",
"2303","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","eggplant",
"2304","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","fibrenes",
"2305","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","fig",
"2306","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","flax",
"2307","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","fonio",
"2308","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","fornes",
"2309","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","fruitnes",
"2310","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","garlic",
"2311","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","ginger",
"2312","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","gooseberry",
"2313","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","grape",
"2314","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","grapefruitetc",
"2315","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","grassnes",
"2316","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","greenbean",
"2317","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","greenbroadbean",
"2318","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","greencorn",
"2319","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","greenonion",
"2320","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","greenpea",
"2321","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","groundnut",
"2322","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","hazelnut",
"2323","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","hemp",
"2324","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","hempseed",
"2325","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","hop",
"2326","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","jute",
"2327","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","jutelikefiber",
"2328","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","kapokfiber",
"2329","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","kapokseed",
"2330","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","karite",
"2331","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","kiwi",
"2332","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","kolanut",
"2333","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","legumenes",
"2334","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","lemonlime",
"2335","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","lentil",
"2336","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","lettuce",
"2337","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","linseed",
"2338","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","lupin",
"2339","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","maize",
"2340","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","maizefor",
"2341","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","mango",
"2342","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","mate",
"2343","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","melonetc",
"2344","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","melonseed",
"2345","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","millet",
"2346","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","mixedgrain",
"2347","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","mixedgrass",
"2348","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","mushroom",
"2349","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","mustard",
"2350","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","nutmeg",
"2351","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","nutnes",
"2352","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","oats",
"2353","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","oilpalm",
"2354","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","oilseedfor",
"2355","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","oilseednes",
"2356","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","okra",
"2357","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","olive",
"2358","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","onion",
"2359","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","orange",
"2360","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","papaya",
"2361","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","pea",
"2362","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","peachetc",
"2363","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","pear",
"2364","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","pepper",
"2365","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","peppermint",
"2366","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","persimmon",
"2367","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","pigeonpea",
"2368","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","pimento",
"2369","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","pineapple",
"2370","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","pistachio",
"2371","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","plantain",
"2372","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","plum",
"2373","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","poppy",
"2374","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","potato",
"2375","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","pulsenes",
"2376","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","pumpkinetc",
"2377","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","pyrethrum",
"2378","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","quince",
"2379","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","quinoa",
"2380","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","ramie",
"2381","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","rapeseed",
"2382","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","rasberry",
"2383","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","rice",
"2384","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","rootnes",
"2385","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","rubber",
"2386","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","rye",
"2387","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","ryefor",
"2388","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","safflower",
"2389","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","sesame",
"2390","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","sisal",
"2391","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","sorghum",
"2392","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","sorghumfor",
"2393","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","sourcherry",
"2394","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","soybean",
"2395","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","spicenes",
"2396","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","spinach",
"2397","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","stonefruitnes",
"2398","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","strawberry",
"2399","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","stringbean",
"2400","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","sugarbeet",
"2401","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","sugarcane",
"2402","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","sugarnes",
"2403","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","sunflower",
"2404","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","swedefor",
"2405","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","sweetpotato",
"2406","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","tangetc",
"2407","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","taro",
"2408","I-RCROP-AVERAGEYIELD","Crop production, average yield per crop (t/ha)","tea",
